image_url,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
https://static.inaturalist.org/photos/10823666/medium.jpg,"New York, US",43.0467037271,-76.4560727533,500,,,,27537,obscured,,true,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10858648/medium.jpg,"New Haven, CT 06473, USA",41.3661377778,-72.9032873333,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11038561/medium.jpg,"Tibužde, Serbia",42.5013389497,21.9654464722,122,,,,122,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11056882/medium.jpeg,"Jablanica District, Serbia",42.9637716722,22.1715259552,31,,,,31,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11087932/medium.jpeg,"Fort Yargo State Park, Winder, Georgia, USA",33.97655,-83.73365,195,,,,195,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/11126257/medium.jpeg,"Cd Valles, S.L.P., México",22.2763890279,-98.9318847656,1953,,,,1953,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://static.inaturalist.org/photos/11139449/medium.jpg,"254 Glendale Ave, Decatur, GA, US",33.7789646147,-84.2892307061,65,,,,65,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/11154063/medium.jpeg,"Arcadia trail Park, Fort Worth, TX, USA",32.8669277778,-97.2762138889,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11262595/medium.jpg,"Београд, Србија",44.750414,20.534512,300,,,,300,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/11387729/medium.jpg,"2514 S Hampton Rd, Dallas, TX, US",32.7119866667,-96.860925,0,,,,0,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/11712106/medium.jpeg,"Wojska Polskiego 71D, Poznań, Polska",52.4265098572,16.8934440613,,,,,,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11720412/medium.jpg,"McKean County, PA, USA",41.6400783847,-78.7719726563,62500,,,,62500,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11769703/medium.jpeg,"Ada, Serbia",45.7931492784,20.1376792789,2,,,,2,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11769717/medium.jpeg,"Ada, Serbia",45.7931492784,20.137679949,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11769720/medium.jpeg,"Ada, Serbia",45.7931492784,20.137680955,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/11941017/medium.jpg,"Palenque, Chis., México",17.4848563009,-92.050409317,31,,,,31,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/12239712/medium.jpeg,"Ada, Serbia",45.7925667167,20.1304399967,8,,,,8,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/12787884/medium.jpeg,"Unnamed Road, Veracruz, México",20.4758317,-97.2084459,18,,,,18,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/12815555/medium.jpeg,"Baljkovica, Bosnia and Herzegovina",44.4468219,19.0005621,2040,,,,2040,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/13064748/medium.jpeg,"Duck Creek Rd., Salem, Ohio, USA",40.9058,-80.90495,312,,,,312,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/13066024/medium.jpeg,"Riverview Cemetery, 2026 St. Clair Ave. East Liverpool, Ohio, USA",40.64015,-80.56975,612,,,,612,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/13080567/medium.jpeg,"Tally Ho Resort, Route 60, Huntsville, Ontario, Canada",45.35695,-79.0971,33539,,,,33539,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/13195524/medium.jpg,"Classon Ave. & Fulton St., Brooklyn, NY, USA",40.6815004635,-73.9585661888,61,,,,61,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/13754399/medium.jpg,"TX-35, Bay City, TX, US",28.9842145149,-96.0096789204,56,,,,56,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/13925709/medium.jpeg,"1509 Concord Dr, Norman, OK 73071, USA",35.1995403,-97.4188398,172,,,,172,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/15192077/medium.jpg,"Washington, District of Columbia, United States",38.893462,-76.96618,200,,,,200,,,false,,"",Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/15934990/medium.jpg,Bonamazi trad. village,-28.0558621,32.2911331,1,,,,1,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/17792833/medium.jpg,"Lewisville, TX  75056, Lewisville, TX, US",33.0645611667,-96.95247,8,,,,8,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/18154617/medium.jpeg,"Newton, GA 39870, USA",31.1886920929,-84.471031189,,,,,,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/18287345/medium.jpeg,"Ада, Србија",45.7934026862,20.1375639439,4,,,,4,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/18369499/medium.jpg,"Acapulco de Juárez, Gro., México",16.821145126,-99.9098235369,15,,,,15,,,false,,,Hongo se seda de laminillas rosas,Volvariella bombycina flaviceps,,Fungi,128071
https://static.inaturalist.org/photos/18592459/medium.jpeg,"Oklahoma, US",35.3407602059,-96.9236744755,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/18601635/medium.jpeg,"Ravenel, SC, USA",32.7915922248,-80.1975506544,2,,,,2,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/18704521/medium.jpg,"Allsopp Park, Little Rock, AR, US",34.7643366667,-92.324075,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/18858951/medium.jpg,"6964 Teal Dr, Fort Worth, TX, US",32.8670216667,-97.2761466667,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/19148319/medium.jpeg,"Fayetteville, AR, USA",36.106010437,-94.1869277954,,,,,,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/19443598/medium.jpg,"Pennsylvania, US",40.5500276141,-79.8385016349,10,,,,27939,obscured,,true,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/19736968/medium.jpg,"Vlora, , Vlora, AL",40.4927633333,19.448545,,,,,,,,false,,,Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/19785775/medium.jpg,"Konstantinovskoye, Konstantinovskoye, Moscow Oblast, RU",55.4852535704,37.9268100287,1639,,,,1639,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/19835472/medium.jpg,"Cosumnes River Preserve, Galt, CA, US",38.2635783333,-121.4380333333,8,,,,8,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/19930279/medium.jpg,"Stone State Park, Sioux City, IA, US",42.5470966667,-96.4653633333,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/20054226/medium.jpg,"Boaz, KY  42027, Boaz, KY, US",36.882511416,-88.6343912901,3869,,,,3869,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20144158/medium.jpeg,"Ада, Србија",45.7958968526,20.135341441,4,,,,4,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20187479/medium.jpeg,"6448 Otis Rd SE, Cedar Rapids, IA 52403, USA",41.96790049,-91.58103537,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20193088/medium.jpeg,"5801 Otis Rd SE, Cedar Rapids, IA 52403, USA",41.9662759045,-91.5853531659,16511,,,,16511,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/20285222/medium.jpg,"Cherokee National Forest, Benton, TN, US",35.2275483046,-84.5434638395,112,,,,112,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/20500916/medium.jpg,"204 Spring Oaks Dr, Ballwin, MO, US",38.5973507136,-90.5333847812,1826,,,,1826,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20517840/medium.jpeg,"Anchor Diamond Park, Ballston, NY, USA",42.9396030718,-73.8792877492,86,,,,86,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20690768/medium.jpeg,"Gainesville, FL, USA",29.6330216667,-82.3694633333,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20744401/medium.jpg,via casumaro 17-Vigarano M.(FE),44.833244,11.461348,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/20840472/medium.jpeg,"Baldwin County, AL, USA",30.7451472222,-87.924775,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21280162/medium.jpg,"Jesse H Jones Park & Nature Center, Houston, TX, US",30.0241052238,-95.2908836364,48,,,,48,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/21359127/medium.jpg,"323 S 5th St, Winterset, IA, US",41.332175,-94.008675,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/21386631/medium.jpeg,"Far North Dallas, Dallas, TX, USA",32.9305084063,-96.7881295292,8,,,,8,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21408052/medium.jpg,"601 Cedar Ln, Knoxville, TN, US",36.0176918423,-83.9655324631,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21524678/medium.jpg,"Talladega National Forest, Brent, AL, US",32.9553333333,-87.3612966667,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/21626309/medium.jpg,"5901 Levander Loop, Austin, TX, US",30.2471083333,-97.6920866667,30,,,,30,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21642824/medium.jpg,"Lac Qui Parle State Park, Montevideo, MN, US",45.0241809352,-95.8889518357,3474,,,,3474,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21731975/medium.jpg,"50125, Indianola, IA, US",41.4207083333,-93.59015,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21856227/medium.jpg,"Ohio, US",41.5634453407,-81.5225206013,16,,,,27785,obscured,,true,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21860722/medium.jpg,"Wayne National Forest, Wingett Run, OH, US",39.5074583333,-81.2433383333,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21900845/medium.jpeg,"107 Nantucket Dr, Pittsburgh, PA 15238, USA",40.53467636,-79.87891092,7,,,,7,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21908251/medium.jpeg,"1160 Burloak Dr, Burlington, ON L7L 6B3, Canada",43.411625,-79.75753,50,,,,50,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/21923555/medium.jpg,"95–97 Mapleton Rd, Princeton, NJ, US",40.3631583333,-74.6189283333,10,,,,10,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/22003496/medium.jpg,"381–463 Deweys Mills Rd, White River Junction, VT, US",43.6393468408,-72.4070597348,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
